,ISBN,Title,Author,PublicationYear,Subjects,ItemType,avg sales per year
2041391, 9781481479202,"Dork Diaries 11 Tales from a not-so-. (Dork diaries, vol. 11.) / Rachel Renée Russell.","Russell, Rachel Renee.",2016.,"Friendship Fiction, Popularity Fiction, Middle schools Fiction, Schools Fiction, Diaries Fiction, Diaries, Friendship, Middle schools, Popularity, Schools, Fiction",jcbk,120.5
1296171,0618875530,Around my French table : more than 300 recipes from my home to yours / Dorie Greenspan ; photographs by Alan Richardson.,"Greenspan, Dorie",2010.,Cooking French,acbk,120.5
2764513,0060741643,Biscuit visits the big city / story by Alyssa Satin Capucilli ; pictures by Pat Schories.,"Capucilli, Alyssa Satin, 1957-",2006.,"Biscuit Fictitious character Juvenile fiction, Dogs Fiction, City and town life Juvenile fiction",jcbk,120.41666666666667
2764514, 0060741651,Biscuit visits the big city / story by Alyssa Satin Capucilli ; pictures by Pat Schories.,"Capucilli, Alyssa Satin, 1957-",2006.,"Biscuit Fictitious character Juvenile fiction, Dogs Fiction, City and town life Juvenile fiction",jcbk,120.41666666666667
907582,1442459611,Junkyard / Mike Austin.,"Austin, Mike, 1963-",2013.,"Reclamation of land Juvenile fiction, Junk Fiction, Robots Fiction, Junk Juvenile fiction, Robots Juvenile fiction",jcbk,120.4
1997018, 9781442459618,Junkyard / Mike Austin.,"Austin, Mike, 1963-",2013.,"Reclamation of land Juvenile fiction, Junk Fiction, Robots Fiction, Junk Juvenile fiction, Robots Juvenile fiction",jcbk,120.4
2305937, 9781400066032,Spies of the Balkans : a novel / Alan Furst.,"Furst, Alan",2010.,"World War 1939 1945 Underground movements Greece Fiction, Greece History 1917 1944 Fiction, Thessalonike Greece Fiction, Historical fiction, Spy stories",acbk,120.375
2477357,1400066034,Spies of the Balkans : a novel / Alan Furst.,"Furst, Alan",2010.,"World War 1939 1945 Underground movements Greece Fiction, Greece History 1917 1944 Fiction, Thessalonike Greece Fiction, Historical fiction, Spy stories",acbk,120.375
2298810, 9781626720244,The last of the sandwalkers / written and illustrated by Jay Hosler.,"Hosler, Jay (Jay S.)",2015.,"Beetles Comic books strips etc, Scientific expeditions Comic books strips etc, Adventure and adventurers Comic books strips etc, Cartoons and comics, Science fiction comic books strips etc, Graphic novels",jcbk,120.33333333333333
2044515,162672024X,The last of the sandwalkers / written and illustrated by Jay Hosler.,"Hosler, Jay (Jay S.)",2015.,"Beetles Comic books strips etc, Scientific expeditions Comic books strips etc, Adventure and adventurers Comic books strips etc, Cartoons and comics, Science fiction comic books strips etc, Graphic novels",jcbk,120.33333333333333
2510427,0803735162,The great big book of families / by Mary Hoffman ; pictures by Ros Asquith.,"Hoffman, Mary, 1945-","2011, c2010.","Families Juvenile literature, Single parent families Juvenile literature, Home Juvenile literature, United States Social life and customs Juvenile literature, Families",jcbk,120.28571428571429
2510428, 9780803735163,The great big book of families / by Mary Hoffman ; pictures by Ros Asquith.,"Hoffman, Mary, 1945-","2011, c2010.","Families Juvenile literature, Single parent families Juvenile literature, Home Juvenile literature, United States Social life and customs Juvenile literature, Families",jcbk,120.28571428571429
1370827, 9780375966699,Sleepy Hollow sleepover / by Ron Roy ; illustrated by John Steven Gurney.,"Roy, Ron, 1940-",2010.,"Mystery and detective stories, Halloween Fiction, Robbers and outlaws Fiction, Sleepy Hollow N Y Fiction",jcbk,120.25
2785309, 0375966692,Sleepy Hollow sleepover / by Ron Roy ; illustrated by John Steven Gurney.,"Roy, Ron, 1940-",2010.,"Mystery and detective stories, Halloween Fiction, Robbers and outlaws Fiction, Sleepy Hollow N Y Fiction",jcbk,120.25
1287332, 9780375898297,Sleepy Hollow sleepover / by Ron Roy ; illustrated by John Steven Gurney.,"Roy, Ron, 1940-",2010.,"Mystery and detective stories, Halloween Fiction, Robbers and outlaws Fiction, Sleepy Hollow N Y Fiction",jcbk,120.25
1933805, 9780375866692,Sleepy Hollow sleepover / by Ron Roy ; illustrated by John Steven Gurney.,"Roy, Ron, 1940-",2010.,"Mystery and detective stories, Halloween Fiction, Robbers and outlaws Fiction, Sleepy Hollow N Y Fiction",jcbk,120.25
1701750, 0375898298,Sleepy Hollow sleepover / by Ron Roy ; illustrated by John Steven Gurney.,"Roy, Ron, 1940-",2010.,"Mystery and detective stories, Halloween Fiction, Robbers and outlaws Fiction, Sleepy Hollow N Y Fiction",jcbk,120.25
1287328,0375866698,Sleepy Hollow sleepover / by Ron Roy ; illustrated by John Steven Gurney.,"Roy, Ron, 1940-",2010.,"Mystery and detective stories, Halloween Fiction, Robbers and outlaws Fiction, Sleepy Hollow N Y Fiction",jcbk,120.25
506279, 9780811866903,Carnivores / written by Aaron Reynolds ; illustrated by Dan Santat.,"Reynolds, Aaron, 1970-",2013.,"Carnivores Fiction, Food chains Ecology Juvenile fiction, Clubs Juvenile fiction, Animals Fiction",jcbk,120.2
3432493,0316221902,"Isa does it : amazingly easy, wildly delicious vegan recipes for every day of the week / Isa Chandra Moskowitz ; photography by Vanessa Rees.","Moskowitz, Isa Chandra",2013.,"Vegan cooking, Vegetarian cooking",acbk,120.2
1934601, 9780316221900,"Isa does it : amazingly easy, wildly delicious vegan recipes for every day of the week / Isa Chandra Moskowitz ; photography by Vanessa Rees.","Moskowitz, Isa Chandra",2013.,"Vegan cooking, Vegetarian cooking",acbk,120.2
4044953,0811866904,Carnivores / written by Aaron Reynolds ; illustrated by Dan Santat.,"Reynolds, Aaron, 1970-",2013.,"Carnivores Fiction, Food chains Ecology Juvenile fiction, Clubs Juvenile fiction, Animals Fiction",jcbk,120.2
2686685, 9781935179160,The Shark King : a Toon book / by R. Kikuo Johnson.,"Johnson, R. Kikuo",2012.,"Folklore Hawaii Comic books strips etc Juvenile literature, Hawaii Comic books strips etc Juvenile literature, Cartoons and comics, Graphic novels",jcbk,120.16666666666667
774706,1935179160,The Shark King : a Toon book / by R. Kikuo Johnson.,"Johnson, R. Kikuo",2012.,"Folklore Hawaii Comic books strips etc Juvenile literature, Hawaii Comic books strips etc Juvenile literature, Cartoons and comics, Graphic novels",jcbk,120.16666666666667
2237212,034551548X,Ice cold : a Rizzoli & Isles novel / Tess Gerritsen.,"Gerritsen, Tess",2010.,"Rizzoli Jane Detective Fictitious character Fiction, Isles Maura Fictitious character Fiction, Policewomen Fiction, Medical examiners Law Fiction, Abandoned houses Fiction, Women forensic pathologists Crimes against Fiction, Winter storms Fiction, Wyoming Fiction, Mystery fiction",acbk,120.125
3421204, 9780345515483,Ice cold : a Rizzoli & Isles novel / Tess Gerritsen.,"Gerritsen, Tess",2010.,"Rizzoli Jane Detective Fictitious character Fiction, Isles Maura Fictitious character Fiction, Policewomen Fiction, Medical examiners Law Fiction, Abandoned houses Fiction, Women forensic pathologists Crimes against Fiction, Winter storms Fiction, Wyoming Fiction, Mystery fiction",acbk,120.125
3936496,030726310X,Arthur & George / Julian Barnes.,"Barnes, Julian",2006.,"Doyle Arthur Conan 1859 1930 Fiction, Horses Crimes against Fiction, Racially mixed people Fiction, Children of clergy Fiction, Midlands England Fiction, Judicial error Fiction, Biographical fiction, Historical fiction, Mystery fiction",acbk,120.08333333333333
3185502,0374379939,Dead end in Norvelt / Jack Gantos.,"Gantos, Jack",2011.,"Behavior Fiction, Old age Fiction, Norvelt Pa History 20th century Juvenile fiction",jcbk,120.0
2786124, 9780763664305,Farmer John's tractor / Sally Sutton ; illustrated by Robyn Belton.,"Sutton, Sally",2013.,"Farm tractors Juvenile fiction, Floods Juvenile fiction, Stories in rhyme Juvenile fiction",jcbk,120.0
2786123,0763664308,Farmer John's tractor / Sally Sutton ; illustrated by Robyn Belton.,"Sutton, Sally",2013.,"Farm tractors Juvenile fiction, Floods Juvenile fiction, Stories in rhyme Juvenile fiction",jcbk,120.0
1707588, 1484723031,"The heroes of Olympus. Book two, The son of Neptune : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Antoine Dodé ; color by Orpheus Collar ; lettering by Chris Dickey.","Venditti, Robert",2017.,"Riordan Rick Son of Neptune Adaptations, Mythology Roman Comic books strips etc, Mythology Greek Comic books strips etc, Camps Comic books strips etc, Hera Greek deity Comic books strips etc, Gaia Greek deity Comic books strips etc, Monsters Comic books strips etc, Prophecies Comic books strips etc, Riordan Rick Son of Neptune Adaptations, Cartoons and comics, Graphic novels",jcbk,120.0
3460572, 9780763678104,The new small person / Lauren Child.,"Child, Lauren",2015.,"Brothers Juvenile fiction, African American boys Juvenile fiction, Only child Juvenile fiction, Jealousy in children Juvenile fiction, Brothers Fiction, African American boys Fiction, Only child Fiction, Jealousy Fiction",jcbk,120.0
2751243,1626725071,Goldfish Ghost / Lemony Snicket ; illustrated by Lisa Brown.,"Snicket, Lemony",2017.,"Goldfish Juvenile fiction, Fishes Juvenile fiction, Future life Juvenile fiction, Goldfish Fiction, Fishes Fiction, Ghosts Fiction, Future life Fiction",jcbk,120.0
2751244, 9781626725072,Goldfish Ghost / Lemony Snicket ; illustrated by Lisa Brown.,"Snicket, Lemony",2017.,"Goldfish Juvenile fiction, Fishes Juvenile fiction, Future life Juvenile fiction, Goldfish Fiction, Fishes Fiction, Ghosts Fiction, Future life Fiction",jcbk,120.0
1707590, 9781484723036,"The heroes of Olympus. Book two, The son of Neptune : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Antoine Dodé ; color by Orpheus Collar ; lettering by Chris Dickey.","Venditti, Robert",2017.,"Riordan Rick Son of Neptune Adaptations, Mythology Roman Comic books strips etc, Mythology Greek Comic books strips etc, Camps Comic books strips etc, Hera Greek deity Comic books strips etc, Gaia Greek deity Comic books strips etc, Monsters Comic books strips etc, Prophecies Comic books strips etc, Riordan Rick Son of Neptune Adaptations, Cartoons and comics, Graphic novels",jcbk,120.0
316357,0316395439,Waking lions / Ayelet Gundar-Goshen ; translated from the Hebrew by Sondra Silverston.,"Gundar-Goshen, Ayelet, 1982-",2017.,"Physicians Fiction, Hit and run drivers Fiction, Israel Fiction",acbk,120.0
1707589, 9781484716212,"The heroes of Olympus. Book two, The son of Neptune : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Antoine Dodé ; color by Orpheus Collar ; lettering by Chris Dickey.","Venditti, Robert",2017.,"Riordan Rick Son of Neptune Adaptations, Mythology Roman Comic books strips etc, Mythology Greek Comic books strips etc, Camps Comic books strips etc, Hera Greek deity Comic books strips etc, Gaia Greek deity Comic books strips etc, Monsters Comic books strips etc, Prophecies Comic books strips etc, Riordan Rick Son of Neptune Adaptations, Cartoons and comics, Graphic novels",jcbk,120.0
2324923,0763678104,The new small person / Lauren Child.,"Child, Lauren",2015.,"Brothers Juvenile fiction, African American boys Juvenile fiction, Only child Juvenile fiction, Jealousy in children Juvenile fiction, Brothers Fiction, African American boys Fiction, Only child Fiction, Jealousy Fiction",jcbk,120.0
316358, 9780316395434,Waking lions / Ayelet Gundar-Goshen ; translated from the Hebrew by Sondra Silverston.,"Gundar-Goshen, Ayelet, 1982-",2017.,"Physicians Fiction, Hit and run drivers Fiction, Israel Fiction",acbk,120.0
3185503, 9780374379933,Dead end in Norvelt / Jack Gantos.,"Gantos, Jack",2011.,"Behavior Fiction, Old age Fiction, Norvelt Pa History 20th century Juvenile fiction",jcbk,120.0
3864638,1250112117,No one can pronounce my name : a novel / Rakesh Satyal.,"Satyal, Rakesh",2017.,"East Indian Americans Ohio Fiction, Domestic fiction",acbk,120.0
1521659, 9780744549966,There's going to be a baby / John Burningham ; [illustrations by] Helen Oxenbury.,"Burningham, John",2010.,"Babies Fiction, Brothers and sisters Fiction, Imagination Fiction",jcbk,120.0
2905658, 9781476784328,The girl next door : a novel / Ruth Rendell.,"Rendell, Ruth, 1930-2015",2014.,"Friendship Fiction, Missing persons Fiction, Man woman relationships Fiction, Older people Fiction, England Fiction, Psychological fiction, Mystery fiction",acbk,120.0
2905657, 1476784345,The girl next door : a novel / Ruth Rendell.,"Rendell, Ruth, 1930-2015",2014.,"Friendship Fiction, Missing persons Fiction, Man woman relationships Fiction, Older people Fiction, England Fiction, Psychological fiction, Mystery fiction",acbk,120.0
2905656,1476784329,The girl next door : a novel / Ruth Rendell.,"Rendell, Ruth, 1930-2015",2014.,"Friendship Fiction, Missing persons Fiction, Man woman relationships Fiction, Older people Fiction, England Fiction, Psychological fiction, Mystery fiction",acbk,120.0
1521657,0744549965,There's going to be a baby / John Burningham ; [illustrations by] Helen Oxenbury.,"Burningham, John",2010.,"Babies Fiction, Brothers and sisters Fiction, Imagination Fiction",jcbk,120.0
1521658, 0763649074,There's going to be a baby / John Burningham ; [illustrations by] Helen Oxenbury.,"Burningham, John",2010.,"Babies Fiction, Brothers and sisters Fiction, Imagination Fiction",jcbk,120.0
1521660, 9780763649074,There's going to be a baby / John Burningham ; [illustrations by] Helen Oxenbury.,"Burningham, John",2010.,"Babies Fiction, Brothers and sisters Fiction, Imagination Fiction",jcbk,120.0
78201,1484716213,"The heroes of Olympus. Book two, The son of Neptune : the graphic novel / by Rick Riordan ; adapted by Robert Venditti ; art by Antoine Dodé ; color by Orpheus Collar ; lettering by Chris Dickey.","Venditti, Robert",2017.,"Riordan Rick Son of Neptune Adaptations, Mythology Roman Comic books strips etc, Mythology Greek Comic books strips etc, Camps Comic books strips etc, Hera Greek deity Comic books strips etc, Gaia Greek deity Comic books strips etc, Monsters Comic books strips etc, Prophecies Comic books strips etc, Riordan Rick Son of Neptune Adaptations, Cartoons and comics, Graphic novels",jcbk,120.0
3100136, 0060760893,One crazy summer / by Rita Williams-Garcia.,"Williams-Garcia, Rita",2010.,"Sisters Juvenile fiction, Mothers Juvenile fiction, Poets Juvenile fiction, African Americans Juvenile fiction, Black Panther Party Juvenile fiction, Civil rights movements Juvenile fiction, Oakland Calif History 20th century Juvenile fiction",jcbk,120.0
2459046, 9781410490087,The gene : an intimate history / Siddhartha Mukherjee.,"Mukherjee, Siddhartha",2016.,"Heredity, Genetics History, Genes, Large type books",acbk,120.0
2039293,0449814114,Little Owl's orange scarf / by Tatyana Feeney.,"Feeney, Tatyana",2013.,"Owls Juvenile fiction, Scarves Juvenile fiction, Mothers and sons Juvenile fiction",jcbk,120.0
2039294, 0449814122,Little Owl's orange scarf / by Tatyana Feeney.,"Feeney, Tatyana",2013.,"Owls Juvenile fiction, Scarves Juvenile fiction, Mothers and sons Juvenile fiction",jcbk,120.0
1474478,1101604905,Lexicon / Max Barry.,"Barry, Max, 1973-",2013.,"Persuasion Psychology Fiction, Secret societies Fiction, Linguists Fiction, Science fiction, Romantic suspense fiction",acbk,120.0
1474479, 1594205388,Lexicon / Max Barry.,"Barry, Max, 1973-",2013.,"Persuasion Psychology Fiction, Secret societies Fiction, Linguists Fiction, Science fiction, Romantic suspense fiction",acbk,120.0
2039295, 9780449814116,Little Owl's orange scarf / by Tatyana Feeney.,"Feeney, Tatyana",2013.,"Owls Juvenile fiction, Scarves Juvenile fiction, Mothers and sons Juvenile fiction",jcbk,120.0
2039296, 9780449814123,Little Owl's orange scarf / by Tatyana Feeney.,"Feeney, Tatyana",2013.,"Owls Juvenile fiction, Scarves Juvenile fiction, Mothers and sons Juvenile fiction",jcbk,120.0
1474480, 9781101604908,Lexicon / Max Barry.,"Barry, Max, 1973-",2013.,"Persuasion Psychology Fiction, Secret societies Fiction, Linguists Fiction, Science fiction, Romantic suspense fiction",acbk,120.0
1987915,1410490084,The gene : an intimate history / Siddhartha Mukherjee.,"Mukherjee, Siddhartha",2016.,"Heredity, Genetics History, Genes, Large type books",acbk,120.0
3864639, 9781250112118,No one can pronounce my name : a novel / Rakesh Satyal.,"Satyal, Rakesh",2017.,"East Indian Americans Ohio Fiction, Domestic fiction",acbk,120.0
1102911, 9780060760892,One crazy summer / by Rita Williams-Garcia.,"Williams-Garcia, Rita",2010.,"Sisters Juvenile fiction, Mothers Juvenile fiction, Poets Juvenile fiction, African Americans Juvenile fiction, Black Panther Party Juvenile fiction, Civil rights movements Juvenile fiction, Oakland Calif History 20th century Juvenile fiction",jcbk,120.0
3100135,0060760885,One crazy summer / by Rita Williams-Garcia.,"Williams-Garcia, Rita",2010.,"Sisters Juvenile fiction, Mothers Juvenile fiction, Poets Juvenile fiction, African Americans Juvenile fiction, Black Panther Party Juvenile fiction, Civil rights movements Juvenile fiction, Oakland Calif History 20th century Juvenile fiction",jcbk,120.0
1474481, 9781594205385,Lexicon / Max Barry.,"Barry, Max, 1973-",2013.,"Persuasion Psychology Fiction, Secret societies Fiction, Linguists Fiction, Science fiction, Romantic suspense fiction",acbk,120.0
1102910, 9780060760885,One crazy summer / by Rita Williams-Garcia.,"Williams-Garcia, Rita",2010.,"Sisters Juvenile fiction, Mothers Juvenile fiction, Poets Juvenile fiction, African Americans Juvenile fiction, Black Panther Party Juvenile fiction, Civil rights movements Juvenile fiction, Oakland Calif History 20th century Juvenile fiction",jcbk,120.0
2905659, 9781476784342,The girl next door : a novel / Ruth Rendell.,"Rendell, Ruth, 1930-2015",2014.,"Friendship Fiction, Missing persons Fiction, Man woman relationships Fiction, Older people Fiction, England Fiction, Psychological fiction, Mystery fiction",acbk,120.0
371575,1506701299,"Avatar, the last airbender. North and south. Part two / script, Gene Yuen Yang ; art and cover, Gurihiru ; lettering, Michael Heisler.","Yang, Gene Luen",2017.,"Avatar the last airbender Television program Comic books strips etc, Superheroes Comic books strips etc, Heroes Comic books strips etc, Supernatural Comic books strips etc, Martial arts Comic books strips etc, Cartoons and comics, Fantasy comics, Graphic novels, Action and adventure comics",jcbk,120.0
371576, 9781506701295,"Avatar, the last airbender. North and south. Part two / script, Gene Yuen Yang ; art and cover, Gurihiru ; lettering, Michael Heisler.","Yang, Gene Luen",2017.,"Avatar the last airbender Television program Comic books strips etc, Superheroes Comic books strips etc, Heroes Comic books strips etc, Supernatural Comic books strips etc, Martial arts Comic books strips etc, Cartoons and comics, Fantasy comics, Graphic novels, Action and adventure comics",jcbk,120.0
276769,0803735766,The bear who shared / Catherine Rayner.,"Rayner, Catherine",2011.,"Sharing Juvenile fiction, Bears Juvenile fiction, Raccoon Juvenile fiction, Mice Juvenile fiction",jcbk,119.85714285714286
2960131, 9780803735767,The bear who shared / Catherine Rayner.,"Rayner, Catherine",2011.,"Sharing Juvenile fiction, Bears Juvenile fiction, Raccoon Juvenile fiction, Mice Juvenile fiction",jcbk,119.85714285714286
2813747,1608863174,Adventure time. Volume 3 / [created by Pendleton Ward ; written by Ryan North ; illustrated by Shelli Paroline and Braden Lamb ; additional colors by Lisa Moore ; letters by Steve Wands].,"North, Ryan, 1980-",2013.,"Finn Fictitious character from Ward Comic books strips etc, Jake Fictitious character from Ward Comic books strips etc, Human animal relationships Comic books strips etc, Friendship Comic books strips etc, Dogs Comic books strips etc, Video games Comic books strips etc, Cartoons and comics, Graphic novels, Comic books strips etc",jcbk,119.8
2377672, 9781608863174,Adventure time. Volume 3 / [created by Pendleton Ward ; written by Ryan North ; illustrated by Shelli Paroline and Braden Lamb ; additional colors by Lisa Moore ; letters by Steve Wands].,"North, Ryan, 1980-",2013.,"Finn Fictitious character from Ward Comic books strips etc, Jake Fictitious character from Ward Comic books strips etc, Human animal relationships Comic books strips etc, Friendship Comic books strips etc, Dogs Comic books strips etc, Video games Comic books strips etc, Cartoons and comics, Graphic novels, Comic books strips etc",jcbk,119.8
2586740, 0756668808,Clone troopers in action / Clare Hibbert.,"Hibbert, Clare, 1970-",2010.,"Star Wars films Juvenile literature, Space warfare Juvenile literature, Star Wars films Characters Juvenile literature",jcbk,119.75
2397372, 9780756666910,Clone troopers in action / Clare Hibbert.,"Hibbert, Clare, 1970-",2010.,"Star Wars films Juvenile literature, Space warfare Juvenile literature, Star Wars films Characters Juvenile literature",jcbk,119.75
1501169,0756666910,Clone troopers in action / Clare Hibbert.,"Hibbert, Clare, 1970-",2010.,"Star Wars films Juvenile literature, Space warfare Juvenile literature, Star Wars films Characters Juvenile literature",jcbk,119.75
1501172, 9780756668808,Clone troopers in action / Clare Hibbert.,"Hibbert, Clare, 1970-",2010.,"Star Wars films Juvenile literature, Space warfare Juvenile literature, Star Wars films Characters Juvenile literature",jcbk,119.75
145514, 9781405329736,The story of Darth Vader / written by Catherine Saunders.,"Saunders, Catherine",2008.,"Vader Darth Fictitious character Juvenile fiction, Star Wars fiction Juvenile literature",jcbk,119.7
1356423, 1405329734,The story of Darth Vader / written by Catherine Saunders.,"Saunders, Catherine",2008.,"Vader Darth Fictitious character Juvenile fiction, Star Wars fiction Juvenile literature",jcbk,119.7
3678730,0756636027,The story of Darth Vader / written by Catherine Saunders.,"Saunders, Catherine",2008.,"Vader Darth Fictitious character Juvenile fiction, Star Wars fiction Juvenile literature",jcbk,119.7
160436, 0756636051,The story of Darth Vader / written by Catherine Saunders.,"Saunders, Catherine",2008.,"Vader Darth Fictitious character Juvenile fiction, Star Wars fiction Juvenile literature",jcbk,119.7
160439, 9780756636050,The story of Darth Vader / written by Catherine Saunders.,"Saunders, Catherine",2008.,"Vader Darth Fictitious character Juvenile fiction, Star Wars fiction Juvenile literature",jcbk,119.7
1817209, 9780756636029,The story of Darth Vader / written by Catherine Saunders.,"Saunders, Catherine",2008.,"Vader Darth Fictitious character Juvenile fiction, Star Wars fiction Juvenile literature",jcbk,119.7
2812023, 9780448458519,The very lonely firefly / by Eric Carle.,"Carle, Eric",2012.,Fireflies Juvenile fiction,jcbk,119.66666666666667
3134431, 9781410480248,X / Sue Grafton.,"Grafton, Sue",2015.,"Millhone Kinsey Fictitious character Fiction, Women private investigators California Fiction, Serial murder investigation Fiction, Large type books, Mystery fiction, Suspense fiction, Detective and mystery fiction",acbk,119.66666666666667
418594,0316378216,Cabin porn : inspiration for your quiet place somewhere / collected by Beaver Brook ; edited by Zach Klein ; feature stories by Steven Leckart ; feature photography by Noah Kalina.,0,2015.,"Log cabins United States, Vacation homes United States, Cottages United States",acbk,119.66666666666667
1636129, 9781442436435,Butterfly garden / written by Margaret McNamara ; illustrated by Mike Gordon.,"McNamara, Margaret",2012.,"Metamorphosis Juvenile fiction, Caterpillars Juvenile fiction, Butterflies Juvenile fiction, Schools Fiction",jcbk,119.66666666666667
3958048,1410480240,X / Sue Grafton.,"Grafton, Sue",2015.,"Millhone Kinsey Fictitious character Fiction, Women private investigators California Fiction, Serial murder investigation Fiction, Large type books, Mystery fiction, Suspense fiction, Detective and mystery fiction",acbk,119.66666666666667
2434386, 1442436433,Butterfly garden / written by Margaret McNamara ; illustrated by Mike Gordon.,"McNamara, Margaret",2012.,"Metamorphosis Juvenile fiction, Caterpillars Juvenile fiction, Butterflies Juvenile fiction, Schools Fiction",jcbk,119.66666666666667
539233, 9780316246682,Ancillary mercy / Ann Leckie.,"Leckie, Ann",2015.,"Life on other planets Fiction, Imaginary wars and battles Fiction, Science fiction",acbk,119.66666666666667
453746,0316246689,Ancillary mercy / Ann Leckie.,"Leckie, Ann",2015.,"Life on other planets Fiction, Imaginary wars and battles Fiction, Science fiction",acbk,119.66666666666667
1760991, 9780316378215,Cabin porn : inspiration for your quiet place somewhere / collected by Beaver Brook ; edited by Zach Klein ; feature stories by Steven Leckart ; feature photography by Noah Kalina.,0,2015.,"Log cabins United States, Vacation homes United States, Cottages United States",acbk,119.66666666666667
1725540,1442436425,Butterfly garden / written by Margaret McNamara ; illustrated by Mike Gordon.,"McNamara, Margaret",2012.,"Metamorphosis Juvenile fiction, Caterpillars Juvenile fiction, Butterflies Juvenile fiction, Schools Fiction",jcbk,119.66666666666667
1725542, 9781442436428,Butterfly garden / written by Margaret McNamara ; illustrated by Mike Gordon.,"McNamara, Margaret",2012.,"Metamorphosis Juvenile fiction, Caterpillars Juvenile fiction, Butterflies Juvenile fiction, Schools Fiction",jcbk,119.66666666666667
1467944,0448458519,The very lonely firefly / by Eric Carle.,"Carle, Eric",2012.,Fireflies Juvenile fiction,jcbk,119.66666666666667
583950,0544330145,The ghost fields / Elly Griffiths.,"Griffiths, Elly",2015.,"Galloway Ruth Fictitious character Fiction, Women forensic anthropologists Fiction, Murder Investigation Fiction, Norfolk England Fiction, Mystery fiction",acbk,119.66666666666667
1073983,0152065997,Princess in training / Tammi Sauer ; pictures by Joe Berger.,"Sauer, Tammi",2012.,"Princesses Juvenile fiction, Individuality Juvenile fiction, Camps Juvenile fiction, Humorous stories",jcbk,119.66666666666667
811074, 9780544330146,The ghost fields / Elly Griffiths.,"Griffiths, Elly",2015.,"Galloway Ruth Fictitious character Fiction, Women forensic anthropologists Fiction, Murder Investigation Fiction, Norfolk England Fiction, Mystery fiction",acbk,119.66666666666667
1073984, 9780152065997,Princess in training / Tammi Sauer ; pictures by Joe Berger.,"Sauer, Tammi",2012.,"Princesses Juvenile fiction, Individuality Juvenile fiction, Camps Juvenile fiction, Humorous stories",jcbk,119.66666666666667
266465, 9780545106245,Poppy the piano fairy / by Daisy Meadows.,"Meadows, Daisy","2010, c2008.","Walker Rachel Fictitious character Juvenile fiction, Tate Kirsty Fictitious character Juvenile fiction, Fairies Fiction, Musical instruments Juvenile fiction, Piano Juvenile fiction, Goblins Juvenile fiction, Magic Fiction, Fantasy Fiction",jcbk,119.625
3604988,0545106249,Poppy the piano fairy / by Daisy Meadows.,"Meadows, Daisy","2010, c2008.","Walker Rachel Fictitious character Juvenile fiction, Tate Kirsty Fictitious character Juvenile fiction, Fairies Fiction, Musical instruments Juvenile fiction, Piano Juvenile fiction, Goblins Juvenile fiction, Magic Fiction, Fantasy Fiction",jcbk,119.625
1258982, 9780525952060,Live wire / Harlan Coben.,"Coben, Harlan, 1962-",2011.,"Bolitar Myron Fictitious character Fiction, Private investigators Fiction, Women tennis players Fiction, Runaway husbands Fiction, Mystery fiction",acbk,119.57142857142857
1637254,0525952063,Live wire / Harlan Coben.,"Coben, Harlan, 1962-",2011.,"Bolitar Myron Fictitious character Fiction, Private investigators Fiction, Women tennis players Fiction, Runaway husbands Fiction, Mystery fiction",acbk,119.57142857142857
2173878, 9780545013215,The snow day / Komako Sakai.,"Sakai, Komako, 1966-",2009.,"Snow Juvenile fiction, Mother and child Juvenile fiction, Rabbits Juvenile fiction",jcbk,119.55555555555556
1672108, 0545013224,The snow day / Komako Sakai.,"Sakai, Komako, 1966-",2009.,"Snow Juvenile fiction, Mother and child Juvenile fiction, Rabbits Juvenile fiction",jcbk,119.55555555555556
2173879, 9780545013222,The snow day / Komako Sakai.,"Sakai, Komako, 1966-",2009.,"Snow Juvenile fiction, Mother and child Juvenile fiction, Rabbits Juvenile fiction",jcbk,119.55555555555556
527968,0545013216,The snow day / Komako Sakai.,"Sakai, Komako, 1966-",2009.,"Snow Juvenile fiction, Mother and child Juvenile fiction, Rabbits Juvenile fiction",jcbk,119.55555555555556
879494, 9781101911457,The hopefuls / Jennifer Close.,"Close, Jennifer",2016.,"Married people Washington D C Fiction, Political culture Washington D C Fiction, Washington D C Social life and customs 21st century Fiction, Political fiction, Domestic fiction, Humorous fiction",acbk,119.5
3986262, 9780316265126,Teachers rock! / Todd Parr.,"Parr, Todd",2016.,"Teachers Juvenile fiction, Schools Juvenile fiction, Teachers Fiction, Schools Fiction",jcbk,119.5
879493, 9781101875612,The hopefuls / Jennifer Close.,"Close, Jennifer",2016.,"Married people Washington D C Fiction, Political culture Washington D C Fiction, Washington D C Social life and customs 21st century Fiction, Political fiction, Domestic fiction, Humorous fiction",acbk,119.5
3753310, 9780152060572,Ten little fingers and ten little toes / Mem Fox ; [illustrations by] Helen Oxenbury.,"Fox, Mem, 1946-",2008.,"Infants Juvenile fiction, Babies Fiction, Fingers Juvenile fiction, Toes Juvenile fiction, Stories in rhyme Juvenile fiction",jcbk,119.5
276428,1742201369,Seattle.,"Sainsbury, Brendan",2014.,Seattle Wash Guidebooks,acbk,119.5
